Training for 100000 steps ...
   400/100000: episode: 1, duration: 32.817s, episode steps: 400, steps per second:  12, episode reward: 1889.812, mean reward:  4.725 [ 0.000, 25.352], mean action: 1.552 [0.000, 3.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 42800/100000: episode: 107, duration: 33.014s, episode steps: 400, steps per second:  12, episode reward: 3183.755, mean reward:  7.959 [ 0.000, 39.372], mean action: 1.550 [0.000, 3.000],  loss: 11.441731, mae: 310.908868, mean_q: 417.094363, mean_eps: 0.616604
 43200/100000: episode: 108, duration: 33.267s, episode steps: 400, steps per second:  12, episode reward: 1641.937, mean reward:  4.105 [ 0.000, 18.129], mean action: 1.715 [0.000, 3.000],  loss: 11.556863, mae: 314.426840, mean_q: 421.783844, mean_eps: 0.613004
 43600/100000: episode: 109, duration: 33.142s, episode steps: 400, steps per second:  12, episode reward: 1476.783, mean reward:  3.692 [ 0.000, 21.260], mean action: 1.597 [0.000, 3.000],  loss: 10.677310, mae: 314.930544, mean_q: 422.984792, mean_eps: 0.609405
 44000/100000: episode: 110, duration: 33.202s, episode steps: 400, steps per second:  12, episode reward: 9054.021, mean reward: 22.635 [ 0.000, 88.129], mean action: 1.345 [0.000, 3.000],  loss: 12.122204, mae: 314.768447, mean_q: 421.644054, mean_eps: 0.605804
 44400/100000: episode: 111, duration: 33.185s, episode steps: 400, steps per second:  12, episode reward: 3301.203, mean reward:  8.253 [ 0.000, 29.671], mean action: 1.575 [0.000, 3.000],  loss: 9.972826, mae: 320.509347, mean_q: 430.262401, mean_eps: 0.602205
 44800/100000: episode: 112, duration: 33.124s, episode steps: 400, steps per second:  12, episode reward: 3395.781, mean reward:  8.489 [ 0.000, 36.575], mean action: 1.558 [0.000, 3.000],  loss: 10.327336, mae: 321.526154, mean_q: 430.763618, mean_eps: 0.598604
 45200/100000: episode: 113, duration: 33.165s, episode steps: 400, steps per second:  12, episode reward: 4528.375, mean reward: 11.321 [ 0.000, 63.438], mean action: 1.590 [0.000, 3.000],  loss: 11.490174, mae: 321.702988, mean_q: 431.229669, mean_eps: 0.595005
 45600/100000: episode: 114, duration: 32.893s, episode steps: 400, steps per second:  12, episode reward: 6313.210, mean reward: 15.783 [ 0.000, 77.373], mean action: 1.440 [0.000, 3.000],  loss: 10.025077, mae: 324.922230, mean_q: 435.530286, mean_eps: 0.591404
 46000/100000: episode: 115, duration: 33.143s, episode steps: 400, steps per second:  12, episode reward: 4611.208, mean reward: 11.528 [ 0.000, 43.753], mean action: 1.452 [0.000, 3.000],  loss: 12.382067, mae: 323.512427, mean_q: 432.714739, mean_eps: 0.587804
 46400/100000: episode: 116, duration: 32.714s, episode steps: 400, steps per second:  12, episode reward: 3261.863, mean reward:  8.155 [ 0.000, 51.238], mean action: 1.812 [0.000, 3.000],  loss: 10.512950, mae: 325.038172, mean_q: 435.119707, mean_eps: 0.584205
 46800/100000: episode: 117, duration: 33.297s, episode steps: 400, steps per second:  12, episode reward: 7828.923, mean reward: 19.572 [ 0.000, 77.563], mean action: 1.510 [0.000, 3.000],  loss: 11.693765, mae: 325.436081, mean_q: 436.678142, mean_eps: 0.580605
 47200/100000: episode: 118, duration: 33.465s, episode steps: 400, steps per second:  12, episode reward: 4576.495, mean reward: 11.441 [ 0.000, 42.753], mean action: 1.498 [0.000, 3.000],  loss: 9.642576, mae: 327.952780, mean_q: 440.199867, mean_eps: 0.577004
 47600/100000: episode: 119, duration: 33.087s, episode steps: 400, steps per second:  12, episode reward: 6332.034, mean reward: 15.830 [ 0.000, 64.545], mean action: 1.375 [0.000, 3.000],  loss: 11.110588, mae: 331.642837, mean_q: 445.087619, mean_eps: 0.573405
 48000/100000: episode: 120, duration: 33.353s, episode steps: 400, steps per second:  12, episode reward: 4089.297, mean reward: 10.223 [ 0.000, 42.796], mean action: 1.482 [0.000, 3.000],  loss: 13.145089, mae: 332.103809, mean_q: 444.750151, mean_eps: 0.569805
 48400/100000: episode: 121, duration: 33.509s, episode steps: 400, steps per second:  12, episode reward: 4765.492, mean reward: 11.914 [ 0.000, 52.985], mean action: 1.482 [0.000, 3.000],  loss: 12.011339, mae: 335.475712, mean_q: 449.697836, mean_eps: 0.566204
 48800/100000: episode: 122, duration: 33.189s, episode steps: 400, steps per second:  12, episode reward: 4245.089, mean reward: 10.613 [ 0.000, 61.924], mean action: 1.552 [0.000, 3.000],  loss: 13.913396, mae: 333.605858, mean_q: 445.933076, mean_eps: 0.562604
 49200/100000: episode: 123, duration: 33.245s, episode steps: 400, steps per second:  12, episode reward: 5598.083, mean reward: 13.995 [ 0.000, 56.069], mean action: 1.365 [0.000, 3.000],  loss: 12.292122, mae: 333.708344, mean_q: 447.791485, mean_eps: 0.559005
 49600/100000: episode: 124, duration: 33.503s, episode steps: 400, steps per second:  12, episode reward: 2612.880, mean reward:  6.532 [ 0.000, 45.733], mean action: 1.710 [0.000, 3.000],  loss: 11.890198, mae: 336.382209, mean_q: 451.556802, mean_eps: 0.555404
 50000/100000: episode: 125, duration: 33.180s, episode steps: 400, steps per second:  12, episode reward: 2832.811, mean reward:  7.082 [ 0.000, 43.113], mean action: 1.645 [0.000, 3.000],  loss: 12.724019, mae: 338.911598, mean_q: 454.169341, mean_eps: 0.551804
 50400/100000: episode: 126, duration: 32.845s, episode steps: 400, steps per second:  12, episode reward: 2329.557, mean reward:  5.824 [ 0.000, 49.292], mean action: 1.597 [0.000, 3.000],  loss: 11.222419, mae: 343.739252, mean_q: 460.898765, mean_eps: 0.548204
 50800/100000: episode: 127, duration: 33.242s, episode steps: 400, steps per second:  12, episode reward: 4282.552, mean reward: 10.706 [ 0.000, 37.497], mean action: 1.558 [0.000, 3.000],  loss: 12.658752, mae: 343.430250, mean_q: 459.879368, mean_eps: 0.544605
 51200/100000: episode: 128, duration: 33.161s, episode steps: 400, steps per second:  12, episode reward: 7153.586, mean reward: 17.884 [ 0.000, 71.760], mean action: 1.285 [0.000, 3.000],  loss: 17.231674, mae: 341.532543, mean_q: 456.085269, mean_eps: 0.541004
 51600/100000: episode: 129, duration: 32.924s, episode steps: 400, steps per second:  12, episode reward: 8119.706, mean reward: 20.299 [ 0.000, 56.442], mean action: 1.258 [0.000, 3.000],  loss: 12.085723, mae: 346.101787, mean_q: 464.425896, mean_eps: 0.537404
 52000/100000: episode: 130, duration: 33.417s, episode steps: 400, steps per second:  12, episode reward: 1427.373, mean reward:  3.568 [ 0.000, 27.242], mean action: 1.645 [0.000, 3.000],  loss: 14.643584, mae: 346.691182, mean_q: 464.427592, mean_eps: 0.533805
 52400/100000: episode: 131, duration: 33.007s, episode steps: 400, steps per second:  12, episode reward: 4221.467, mean reward: 10.554 [ 0.000, 53.003], mean action: 1.603 [0.000, 3.000],  loss: 15.807428, mae: 350.491737, mean_q: 467.640347, mean_eps: 0.530204
 52800/100000: episode: 132, duration: 33.102s, episode steps: 400, steps per second:  12, episode reward: 4902.091, mean reward: 12.255 [ 0.000, 47.360], mean action: 1.438 [0.000, 3.000],  loss: 13.179578, mae: 354.487798, mean_q: 474.739236, mean_eps: 0.526604
 53200/100000: episode: 133, duration: 32.807s, episode steps: 400, steps per second:  12, episode reward: 4847.490, mean reward: 12.119 [ 0.000, 51.445], mean action: 1.270 [0.000, 3.000],  loss: 13.825329, mae: 354.347717, mean_q: 474.441888, mean_eps: 0.523004
 53600/100000: episode: 134, duration: 33.166s, episode steps: 400, steps per second:  12, episode reward: 3863.017, mean reward:  9.658 [ 0.000, 41.286], mean action: 1.465 [0.000, 3.000],  loss: 13.263242, mae: 359.640202, mean_q: 481.792109, mean_eps: 0.519404
 54000/100000: episode: 135, duration: 33.041s, episode steps: 400, steps per second:  12, episode reward: 8886.114, mean reward: 22.215 [ 0.000, 75.806], mean action: 1.260 [0.000, 3.000],  loss: 11.913911, mae: 357.692552, mean_q: 479.264548, mean_eps: 0.515804
 54400/100000: episode: 136, duration: 32.991s, episode steps: 400, steps per second:  12, episode reward: 6612.278, mean reward: 16.531 [ 0.000, 55.850], mean action: 1.323 [0.000, 3.000],  loss: 12.519387, mae: 364.873561, mean_q: 487.790692, mean_eps: 0.512204
 54800/100000: episode: 137, duration: 32.960s, episode steps: 400, steps per second:  12, episode reward: 2190.573, mean reward:  5.476 [ 0.000, 41.529], mean action: 2.025 [0.000, 3.000],  loss: 10.730222, mae: 365.221498, mean_q: 489.210785, mean_eps: 0.508605
 55200/100000: episode: 138, duration: 33.077s, episode steps: 400, steps per second:  12, episode reward: 5925.119, mean reward: 14.813 [ 0.000, 56.237], mean action: 1.353 [0.000, 3.000],  loss: 13.622364, mae: 367.164710, mean_q: 491.703522, mean_eps: 0.505004
 55600/100000: episode: 139, duration: 32.823s, episode steps: 400, steps per second:  12, episode reward: 5223.364, mean reward: 13.058 [ 0.000, 53.725], mean action: 1.413 [0.000, 3.000],  loss: 14.030873, mae: 370.437038, mean_q: 496.269503, mean_eps: 0.501404
 56000/100000: episode: 140, duration: 33.050s, episode steps: 400, steps per second:  12, episode reward: 8264.582, mean reward: 20.661 [ 0.000, 75.172], mean action: 1.323 [0.000, 3.000],  loss: 12.497675, mae: 372.750040, mean_q: 501.303424, mean_eps: 0.497805
 56400/100000: episode: 141, duration: 32.944s, episode steps: 400, steps per second:  12, episode reward: 1994.341, mean reward:  4.986 [ 0.000, 37.113], mean action: 1.735 [0.000, 3.000],  loss: 11.724162, mae: 378.776230, mean_q: 508.897894, mean_eps: 0.494205
 56800/100000: episode: 142, duration: 32.863s, episode steps: 400, steps per second:  12, episode reward: 3682.131, mean reward:  9.205 [ 0.000, 59.087], mean action: 1.433 [0.000, 3.000],  loss: 13.858703, mae: 379.773541, mean_q: 509.449539, mean_eps: 0.490605
 57200/100000: episode: 143, duration: 32.877s, episode steps: 400, steps per second:  12, episode reward: 11008.812, mean reward: 27.522 [ 0.000, 132.749], mean action: 1.242 [0.000, 3.000],  loss: 12.609987, mae: 378.460482, mean_q: 507.131442, mean_eps: 0.487005
 57600/100000: episode: 144, duration: 32.701s, episode steps: 400, steps per second:  12, episode reward: 3856.107, mean reward:  9.640 [ 0.000, 47.849], mean action: 1.188 [0.000, 3.000],  loss: 11.934850, mae: 381.506617, mean_q: 511.128889, mean_eps: 0.483405
 58000/100000: episode: 145, duration: 33.455s, episode steps: 400, steps per second:  12, episode reward: 5493.151, mean reward: 13.733 [ 0.000, 68.072], mean action: 1.340 [0.000, 3.000],  loss: 12.645977, mae: 382.556195, mean_q: 512.101565, mean_eps: 0.479805
 58400/100000: episode: 146, duration: 33.133s, episode steps: 400, steps per second:  12, episode reward: 6537.303, mean reward: 16.343 [ 0.000, 70.285], mean action: 1.413 [0.000, 3.000],  loss: 12.436395, mae: 383.756105, mean_q: 513.639285, mean_eps: 0.476204
 58800/100000: episode: 147, duration: 33.232s, episode steps: 400, steps per second:  12, episode reward: 5505.015, mean reward: 13.763 [ 0.000, 55.795], mean action: 1.515 [0.000, 3.000],  loss: 11.554948, mae: 384.569725, mean_q: 515.640815, mean_eps: 0.472604
 59200/100000: episode: 148, duration: 33.319s, episode steps: 400, steps per second:  12, episode reward: 9745.298, mean reward: 24.363 [ 0.000, 88.692], mean action: 1.323 [0.000, 3.000],  loss: 16.869041, mae: 388.906932, mean_q: 521.318863, mean_eps: 0.469004
 59600/100000: episode: 149, duration: 33.354s, episode steps: 400, steps per second:  12, episode reward: 2558.877, mean reward:  6.397 [ 0.000, 31.714], mean action: 1.410 [0.000, 3.000],  loss: 13.388186, mae: 389.939246, mean_q: 523.146362, mean_eps: 0.465404
 60000/100000: episode: 150, duration: 33.435s, episode steps: 400, steps per second:  12, episode reward: 3967.733, mean reward:  9.919 [ 0.000, 79.081], mean action: 1.677 [0.000, 3.000],  loss: 17.387057, mae: 390.432713, mean_q: 522.925804, mean_eps: 0.461804
 60400/100000: episode: 151, duration: 32.981s, episode steps: 400, steps per second:  12, episode reward: 7669.366, mean reward: 19.173 [ 0.000, 94.340], mean action: 1.375 [0.000, 3.000],  loss: 15.433857, mae: 393.264301, mean_q: 525.839965, mean_eps: 0.458204
 60800/100000: episode: 152, duration: 33.341s, episode steps: 400, steps per second:  12, episode reward: 3277.067, mean reward:  8.193 [ 0.000, 57.674], mean action: 1.548 [0.000, 3.000],  loss: 17.799801, mae: 398.238421, mean_q: 532.776922, mean_eps: 0.454604
 61200/100000: episode: 153, duration: 33.101s, episode steps: 400, steps per second:  12, episode reward: 11153.855, mean reward: 27.885 [ 0.000, 76.493], mean action: 1.105 [0.000, 3.000],  loss: 13.982296, mae: 402.912107, mean_q: 540.319466, mean_eps: 0.451004
 61600/100000: episode: 154, duration: 33.051s, episode steps: 400, steps per second:  12, episode reward: 6243.132, mean reward: 15.608 [ 0.000, 71.650], mean action: 1.617 [0.000, 3.000],  loss: 16.815429, mae: 406.547918, mean_q: 543.010416, mean_eps: 0.447404
 62000/100000: episode: 155, duration: 33.197s, episode steps: 400, steps per second:  12, episode reward: 9110.032, mean reward: 22.775 [ 0.000, 101.747], mean action: 1.373 [0.000, 3.000],  loss: 13.605443, mae: 405.622384, mean_q: 543.617501, mean_eps: 0.443804
 62400/100000: episode: 156, duration: 32.947s, episode steps: 400, steps per second:  12, episode reward: 2691.120, mean reward:  6.728 [ 0.000, 50.579], mean action: 1.688 [0.000, 3.000],  loss: 14.377943, mae: 408.197576, mean_q: 546.588050, mean_eps: 0.440204
 62800/100000: episode: 157, duration: 33.291s, episode steps: 400, steps per second:  12, episode reward: 3177.964, mean reward:  7.945 [ 0.000, 34.250], mean action: 1.653 [0.000, 3.000],  loss: 14.757786, mae: 407.126536, mean_q: 545.951324, mean_eps: 0.436604
 63200/100000: episode: 158, duration: 32.940s, episode steps: 400, steps per second:  12, episode reward: 7710.241, mean reward: 19.276 [ 0.000, 65.685], mean action: 1.185 [0.000, 3.000],  loss: 15.740326, mae: 409.346943, mean_q: 547.813171, mean_eps: 0.433004
 63600/100000: episode: 159, duration: 32.811s, episode steps: 400, steps per second:  12, episode reward: 11406.906, mean reward: 28.517 [ 0.000, 90.293], mean action: 1.188 [0.000, 3.000],  loss: 12.370958, mae: 412.914871, mean_q: 553.896132, mean_eps: 0.429404
 64000/100000: episode: 160, duration: 33.213s, episode steps: 400, steps per second:  12, episode reward: 7823.775, mean reward: 19.559 [ 0.000, 57.819], mean action: 1.163 [0.000, 3.000],  loss: 13.138350, mae: 415.222827, mean_q: 556.959387, mean_eps: 0.425804
 64400/100000: episode: 161, duration: 33.378s, episode steps: 400, steps per second:  12, episode reward: 1084.081, mean reward:  2.710 [ 0.000, 23.673], mean action: 1.755 [0.000, 3.000],  loss: 12.722801, mae: 415.989395, mean_q: 557.383561, mean_eps: 0.422204
 64800/100000: episode: 162, duration: 32.918s, episode steps: 400, steps per second:  12, episode reward: 10030.185, mean reward: 25.075 [ 0.000, 96.254], mean action: 1.290 [0.000, 3.000],  loss: 13.481980, mae: 416.903242, mean_q: 558.576217, mean_eps: 0.418604
 65200/100000: episode: 163, duration: 33.383s, episode steps: 400, steps per second:  12, episode reward: 7949.549, mean reward: 19.874 [ 0.000, 101.873], mean action: 1.377 [0.000, 3.000],  loss: 12.191277, mae: 415.460359, mean_q: 556.057926, mean_eps: 0.415004
 65600/100000: episode: 164, duration: 33.287s, episode steps: 400, steps per second:  12, episode reward: 4051.751, mean reward: 10.129 [ 0.000, 69.593], mean action: 1.535 [0.000, 3.000],  loss: 16.605514, mae: 423.913678, mean_q: 564.949756, mean_eps: 0.411405
 66000/100000: episode: 165, duration: 33.178s, episode steps: 400, steps per second:  12, episode reward: 5375.198, mean reward: 13.438 [ 0.000, 57.404], mean action: 1.147 [0.000, 3.000],  loss: 15.680642, mae: 422.011773, mean_q: 564.019383, mean_eps: 0.407804
 66400/100000: episode: 166, duration: 32.757s, episode steps: 400, steps per second:  12, episode reward: 8267.937, mean reward: 20.670 [ 0.000, 79.496], mean action: 1.123 [0.000, 3.000],  loss: 15.690227, mae: 429.039061, mean_q: 573.170493, mean_eps: 0.404205
 66800/100000: episode: 167, duration: 33.199s, episode steps: 400, steps per second:  12, episode reward: 5735.929, mean reward: 14.340 [ 0.000, 73.153], mean action: 1.597 [0.000, 3.000],  loss: 14.182092, mae: 429.464283, mean_q: 575.435266, mean_eps: 0.400605
 67200/100000: episode: 168, duration: 33.096s, episode steps: 400, steps per second:  12, episode reward: 6130.517, mean reward: 15.326 [ 0.000, 60.749], mean action: 1.262 [0.000, 3.000],  loss: 14.814347, mae: 436.080743, mean_q: 585.321557, mean_eps: 0.397005
 67600/100000: episode: 169, duration: 33.640s, episode steps: 400, steps per second:  12, episode reward: 3614.035, mean reward:  9.035 [ 0.000, 54.244], mean action: 1.633 [0.000, 3.000],  loss: 15.130079, mae: 440.788582, mean_q: 589.223687, mean_eps: 0.393404
 68000/100000: episode: 170, duration: 33.085s, episode steps: 400, steps per second:  12, episode reward: 7586.183, mean reward: 18.965 [ 0.000, 102.821], mean action: 1.268 [0.000, 3.000],  loss: 14.117005, mae: 436.623031, mean_q: 584.674826, mean_eps: 0.389805
 68400/100000: episode: 171, duration: 33.382s, episode steps: 400, steps per second:  12, episode reward: 6878.148, mean reward: 17.195 [ 0.000, 101.845], mean action: 1.438 [0.000, 3.000],  loss: 16.854018, mae: 438.282871, mean_q: 585.465709, mean_eps: 0.386205
 68800/100000: episode: 172, duration: 33.387s, episode steps: 400, steps per second:  12, episode reward: 2551.417, mean reward:  6.379 [ 0.000, 45.001], mean action: 1.698 [0.000, 3.000],  loss: 14.602979, mae: 444.016819, mean_q: 594.479920, mean_eps: 0.382604
 69200/100000: episode: 173, duration: 33.079s, episode steps: 400, steps per second:  12, episode reward: 7980.743, mean reward: 19.952 [ 0.000, 94.965], mean action: 1.235 [0.000, 3.000],  loss: 14.257713, mae: 440.779797, mean_q: 589.967893, mean_eps: 0.379004
 69600/100000: episode: 174, duration: 32.947s, episode steps: 400, steps per second:  12, episode reward: 7567.402, mean reward: 18.919 [ 0.000, 89.292], mean action: 1.395 [0.000, 3.000],  loss: 16.118809, mae: 444.781468, mean_q: 594.756727, mean_eps: 0.375404
 70000/100000: episode: 175, duration: 33.033s, episode steps: 400, steps per second:  12, episode reward: 9547.862, mean reward: 23.870 [ 0.000, 100.619], mean action: 1.308 [0.000, 3.000],  loss: 17.922051, mae: 444.162573, mean_q: 593.073706, mean_eps: 0.371804
 70400/100000: episode: 176, duration: 33.080s, episode steps: 400, steps per second:  12, episode reward: 13576.176, mean reward: 33.940 [ 0.000, 116.525], mean action: 1.305 [0.000, 3.000],  loss: 13.844447, mae: 451.089169, mean_q: 604.147619, mean_eps: 0.368204
 70800/100000: episode: 177, duration: 33.197s, episode steps: 400, steps per second:  12, episode reward: 5958.660, mean reward: 14.897 [ 0.000, 56.851], mean action: 1.423 [0.000, 3.000],  loss: 13.162559, mae: 451.524436, mean_q: 603.808235, mean_eps: 0.364604
 71200/100000: episode: 178, duration: 33.404s, episode steps: 400, steps per second:  12, episode reward: 4072.987, mean reward: 10.182 [ 0.000, 70.932], mean action: 1.580 [0.000, 3.000],  loss: 17.411377, mae: 454.861793, mean_q: 607.540441, mean_eps: 0.361004
 71600/100000: episode: 179, duration: 32.999s, episode steps: 400, steps per second:  12, episode reward: 11640.190, mean reward: 29.100 [ 0.000, 101.901], mean action: 1.347 [0.000, 3.000],  loss: 17.578504, mae: 456.116230, mean_q: 609.404330, mean_eps: 0.357404
 72000/100000: episode: 180, duration: 33.312s, episode steps: 400, steps per second:  12, episode reward: 12543.412, mean reward: 31.359 [ 0.000, 101.905], mean action: 1.167 [0.000, 3.000],  loss: 15.221915, mae: 459.581299, mean_q: 615.805108, mean_eps: 0.353804
 72400/100000: episode: 181, duration: 32.985s, episode steps: 400, steps per second:  12, episode reward: 9355.181, mean reward: 23.388 [ 0.000, 62.432], mean action: 1.383 [0.000, 3.000],  loss: 15.530525, mae: 471.111054, mean_q: 631.153296, mean_eps: 0.350204
 72800/100000: episode: 182, duration: 33.185s, episode steps: 400, steps per second:  12, episode reward: 9142.431, mean reward: 22.856 [ 0.000, 101.876], mean action: 1.170 [0.000, 3.000],  loss: 17.090775, mae: 470.187738, mean_q: 628.090455, mean_eps: 0.346604
 73200/100000: episode: 183, duration: 33.144s, episode steps: 400, steps per second:  12, episode reward: 11817.542, mean reward: 29.544 [ 0.000, 98.187], mean action: 1.090 [0.000, 3.000],  loss: 18.828781, mae: 469.399025, mean_q: 627.540881, mean_eps: 0.343004
 73600/100000: episode: 184, duration: 32.857s, episode steps: 400, steps per second:  12, episode reward: 15059.685, mean reward: 37.649 [ 0.000, 130.565], mean action: 1.113 [0.000, 3.000],  loss: 19.645067, mae: 486.950360, mean_q: 651.345818, mean_eps: 0.339404
 74000/100000: episode: 185, duration: 33.059s, episode steps: 400, steps per second:  12, episode reward: 10616.535, mean reward: 26.541 [ 0.000, 73.936], mean action: 1.190 [0.000, 3.000],  loss: 20.846523, mae: 479.072086, mean_q: 638.993517, mean_eps: 0.335805
 74400/100000: episode: 186, duration: 32.888s, episode steps: 400, steps per second:  12, episode reward: 10460.566, mean reward: 26.151 [ 0.000, 96.618], mean action: 1.285 [0.000, 3.000],  loss: 15.506096, mae: 483.778544, mean_q: 647.388024, mean_eps: 0.332205
 74800/100000: episode: 187, duration: 33.065s, episode steps: 400, steps per second:  12, episode reward: 9736.623, mean reward: 24.342 [ 0.000, 91.779], mean action: 1.250 [0.000, 3.000],  loss: 14.860625, mae: 485.303519, mean_q: 650.049630, mean_eps: 0.328605
 75200/100000: episode: 188, duration: 32.982s, episode steps: 400, steps per second:  12, episode reward: 5797.641, mean reward: 14.494 [ 0.000, 102.042], mean action: 1.478 [0.000, 3.000],  loss: 18.046700, mae: 492.063297, mean_q: 656.605752, mean_eps: 0.325005
 75600/100000: episode: 189, duration: 32.997s, episode steps: 400, steps per second:  12, episode reward: 8542.041, mean reward: 21.355 [ 0.000, 101.402], mean action: 1.218 [0.000, 3.000],  loss: 17.623490, mae: 493.865309, mean_q: 659.756371, mean_eps: 0.321405
 76000/100000: episode: 190, duration: 33.044s, episode steps: 400, steps per second:  12, episode reward: 3995.896, mean reward:  9.990 [ 0.000, 58.915], mean action: 1.215 [0.000, 3.000],  loss: 15.825310, mae: 490.160256, mean_q: 655.510361, mean_eps: 0.317805
 76400/100000: episode: 191, duration: 32.885s, episode steps: 400, steps per second:  12, episode reward: 3388.669, mean reward:  8.472 [ 0.000, 42.922], mean action: 1.245 [0.000, 3.000],  loss: 18.347656, mae: 495.149089, mean_q: 660.889677, mean_eps: 0.314204
 76800/100000: episode: 192, duration: 33.226s, episode steps: 400, steps per second:  12, episode reward: 9810.402, mean reward: 24.526 [ 0.000, 85.199], mean action: 1.147 [0.000, 3.000],  loss: 19.916209, mae: 495.648245, mean_q: 661.595057, mean_eps: 0.310604
 77200/100000: episode: 193, duration: 33.189s, episode steps: 400, steps per second:  12, episode reward: 8300.915, mean reward: 20.752 [ 0.000, 101.789], mean action: 1.333 [0.000, 3.000],  loss: 18.313082, mae: 496.313115, mean_q: 664.040756, mean_eps: 0.307005
 77600/100000: episode: 194, duration: 33.651s, episode steps: 400, steps per second:  12, episode reward: 9628.290, mean reward: 24.071 [ 0.000, 101.824], mean action: 1.363 [0.000, 3.000],  loss: 15.431562, mae: 502.562476, mean_q: 672.978743, mean_eps: 0.303404
 78000/100000: episode: 195, duration: 32.905s, episode steps: 400, steps per second:  12, episode reward: 9469.411, mean reward: 23.674 [ 0.000, 78.897], mean action: 1.200 [0.000, 3.000],  loss: 17.530271, mae: 501.518183, mean_q: 670.078555, mean_eps: 0.299804
 78400/100000: episode: 196, duration: 33.152s, episode steps: 400, steps per second:  12, episode reward: 13488.511, mean reward: 33.721 [ 0.000, 113.638], mean action: 1.405 [0.000, 3.000],  loss: 17.152692, mae: 509.504537, mean_q: 682.749688, mean_eps: 0.296204
 78800/100000: episode: 197, duration: 32.846s, episode steps: 400, steps per second:  12, episode reward: 7560.632, mean reward: 18.902 [ 0.000, 64.907], mean action: 1.285 [0.000, 3.000],  loss: 20.281193, mae: 505.088283, mean_q: 674.039507, mean_eps: 0.292604
 79200/100000: episode: 198, duration: 33.184s, episode steps: 400, steps per second:  12, episode reward: 6127.232, mean reward: 15.318 [ 0.000, 78.933], mean action: 1.420 [0.000, 3.000],  loss: 15.242930, mae: 508.147345, mean_q: 679.425738, mean_eps: 0.289004
 79600/100000: episode: 199, duration: 33.250s, episode steps: 400, steps per second:  12, episode reward: 16020.965, mean reward: 40.052 [ 0.000, 104.838], mean action: 1.160 [0.000, 3.000],  loss: 22.069753, mae: 509.316248, mean_q: 681.091737, mean_eps: 0.285405
 80000/100000: episode: 200, duration: 33.161s, episode steps: 400, steps per second:  12, episode reward: 10666.874, mean reward: 26.667 [ 0.000, 101.970], mean action: 1.605 [0.000, 3.000],  loss: 16.300137, mae: 513.404009, mean_q: 686.992936, mean_eps: 0.281805
 80400/100000: episode: 201, duration: 33.000s, episode steps: 400, steps per second:  12, episode reward: 14581.660, mean reward: 36.454 [ 0.000, 126.918], mean action: 1.160 [0.000, 3.000],  loss: 17.922330, mae: 514.003912, mean_q: 686.746240, mean_eps: 0.278205
 80800/100000: episode: 202, duration: 33.070s, episode steps: 400, steps per second:  12, episode reward: 15166.400, mean reward: 37.916 [ 0.000, 113.282], mean action: 1.150 [0.000, 3.000],  loss: 19.349535, mae: 519.562294, mean_q: 694.837171, mean_eps: 0.274604
 81200/100000: episode: 203, duration: 32.970s, episode steps: 400, steps per second:  12, episode reward: 10749.458, mean reward: 26.874 [ 0.000, 104.627], mean action: 1.548 [0.000, 3.000],  loss: 16.700304, mae: 519.947389, mean_q: 695.633126, mean_eps: 0.271004
 81600/100000: episode: 204, duration: 32.796s, episode steps: 400, steps per second:  12, episode reward: 8002.528, mean reward: 20.006 [ 0.000, 101.849], mean action: 1.133 [0.000, 3.000],  loss: 17.328542, mae: 521.940780, mean_q: 697.678204, mean_eps: 0.267404
 82000/100000: episode: 205, duration: 32.963s, episode steps: 400, steps per second:  12, episode reward: 12498.886, mean reward: 31.247 [ 0.000, 101.841], mean action: 1.230 [0.000, 3.000],  loss: 14.516520, mae: 521.054228, mean_q: 698.577106, mean_eps: 0.263804
 82400/100000: episode: 206, duration: 32.925s, episode steps: 400, steps per second:  12, episode reward: 11424.370, mean reward: 28.561 [ 0.000, 78.125], mean action: 1.113 [0.000, 3.000],  loss: 13.528745, mae: 524.654015, mean_q: 702.781668, mean_eps: 0.260204
 82800/100000: episode: 207, duration: 33.040s, episode steps: 400, steps per second:  12, episode reward: 9076.249, mean reward: 22.691 [ 0.000, 96.596], mean action: 1.548 [0.000, 3.000],  loss: 17.825336, mae: 525.551285, mean_q: 702.807763, mean_eps: 0.256604
 83200/100000: episode: 208, duration: 32.967s, episode steps: 400, steps per second:  12, episode reward: 15215.140, mean reward: 38.038 [ 0.000, 125.215], mean action: 1.177 [0.000, 3.000],  loss: 18.142433, mae: 528.795415, mean_q: 707.129663, mean_eps: 0.253004
 83600/100000: episode: 209, duration: 33.285s, episode steps: 400, steps per second:  12, episode reward: 15060.233, mean reward: 37.651 [ 0.000, 117.320], mean action: 1.065 [0.000, 3.000],  loss: 18.003725, mae: 530.844123, mean_q: 711.982991, mean_eps: 0.249404
 84000/100000: episode: 210, duration: 33.181s, episode steps: 400, steps per second:  12, episode reward: 8049.484, mean reward: 20.124 [ 0.000, 89.208], mean action: 1.320 [0.000, 3.000],  loss: 20.215559, mae: 536.237803, mean_q: 716.293257, mean_eps: 0.245804
 84400/100000: episode: 211, duration: 33.048s, episode steps: 400, steps per second:  12, episode reward: 6995.740, mean reward: 17.489 [ 0.000, 53.917], mean action: 1.540 [0.000, 3.000],  loss: 20.192728, mae: 542.811967, mean_q: 725.423087, mean_eps: 0.242204
